portiers	portier2	NOMcom	NOMB.=s|GENRE=m|CAS=n
feist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
k	que1	CONsub	MORPH=empty
sages	sage	NOMcom	NOMB.=s|GENRE=m|CAS=n
si	si	ADVgen	DEGRE=-
vit	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
anboichemant	embochement	NOMcom	NOMB.=s|GENRE=m|CAS=r
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
halbers	hauberc	NOMcom	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
healmes	heaume	NOMcom	NOMB.=p|GENRE=m|CAS=r
e	et	CONcoo	MORPH=empty
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
chevals	cheval	NOMcom	NOMB.=p|GENRE=m|CAS=r
currant	corir	VERppa	NOMB.=x|GENRE=x|CAS=x
les	le	DETdef	NOMB.=s|GENRE=m|CAS=n
Portiers	portier2	NOMcom	NOMB.=s|GENRE=m|CAS=n
lur	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
respunt	respondre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
ni	ne1	ADVneg	MORPH=empty
ert	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
pas	pas	ADVneg	MORPH=empty
emfes	enfant	NOMcom	NOMB.=s|GENRE=m|CAS=n
Glotons	gloton	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
estez	ester	VERcjg	MODE=imp|PERS.=2|NOMB.=p
ariere	ariere	ADVgen	DEGRE=-
nen	ne1	ADVneg	MORPH=empty
i	i2	PROadv	MORPH=empty
antreroz	entrer	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
nëant	nïent	ADVneg	MORPH=empty
qant	cant1	CONsub	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
entendi	entendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Maudoire	Maudaires	NOMpro	NOMB.=s|GENRE=m|CAS=n
A	a3	PRE	MORPH=empty
poi	poi	ADVgen	DEGRE=-
ni	ne1	ADVneg	MORPH=empty
pert	perdre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
san	sen2	NOMcom	NOMB.=s|GENRE=m|CAS=r
ouvre	ovrir	VERcjg	MODE=imp|PERS.=2|NOMB.=s
culvert	culvert	NOMcom	NOMB.=s|GENRE=m|CAS=n
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
porte	porte1	NOMcom	NOMB.=s|GENRE=f|CAS=r
ja	ja	ADVgen	DEGRE=-
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
j	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
MAUDARANZ	Maudarans	NOMpro	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
mis	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
freres	frere	NOMcom	NOMB.=s|GENRE=m|CAS=n
Maudaires	Maudaires	NOMpro	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
fiz	fil2	NOMcom	NOMB.=p|GENRE=m|CAS=n
li	le	DETdef	NOMB.=s|GENRE=m|CAS=r
reis	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Floran	Flore	NOMpro	NOMB.=s|GENRE=m|CAS=r
al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
soudoier	soudoiier1	NOMcom	NOMB.=s|GENRE=m|CAS=r
d	de	PRE	MORPH=empty
france	France	NOMpro	NOMB.=s|GENRE=f|CAS=r
volons	voler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
paller	parler	VERinf	MORPH=empty
léanz	laienz	ADVgen	DEGRE=-
des	des2	PRE	MORPH=empty
oi	ui	ADVgen	DEGRE=-
matin	matin1	ADVgen	DEGRE=-
A	a3	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=f|CAS=r
aube	aube3	NOMcom	NOMB.=s|GENRE=f|CAS=r
avum	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
espleité	esploitier	VERppe	NOMB.=s|GENRE=m|CAS=r
tan	tant	ADVgen	DEGRE=-
demain	demain	ADVgen	DEGRE=-
irrum	aler	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p
A	a3	PRE	MORPH=empty
Bame	Basme	NOMpro	NOMB.=s|GENRE=f|CAS=r
movoir	movoir	VERinf	MORPH=empty
turneiement	tornoiement	NOMcom	NOMB.=s|GENRE=m|CAS=r
si	se	CONsub	MORPH=empty
paen	paien	NOMcom	NOMB.=p|GENRE=m|CAS=n
s	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
isoient	issir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
mut	mout	ADVgen	DEGRE=-
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=r
mult	mout	ADVgen	DEGRE=-
lors	lors	ADVgen	DEGRE=-
nus	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=r
sanbleroit	sembler	VERcjg	MODE=con|PERS.=3|NOMB.=s
gent	gent2	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
L	le	DETdef	NOMB.=s|GENRE=m|CAS=n
Portiers	portier2	NOMcom	NOMB.=s|GENRE=m|CAS=n
feist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
que	que1	CONsub	MORPH=empty
fous	fol3	NOMcom	NOMB.=s|GENRE=m|CAS=n
ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
lé	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
lest	laissier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
antrer	entrer	VERinf	MORPH=empty
enz	enz	ADVgen	DEGRE=-
i	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
i	i2	PROadv	MORPH=empty
perdi	perdre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
teste	teste	NOMcom	NOMB.=s|GENRE=f|CAS=r
ni	ne1	ADVneg	MORPH=empty
i	i2	PROadv	MORPH=empty
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
De	de	PRE	MORPH=empty
mort	mort	NOMcom	NOMB.=s|GENRE=f|CAS=r
guarant	garant	NOMcom	NOMB.=s|GENRE=m|CAS=r
Mauderanz	Maudarans	NOMpro	NOMB.=s|GENRE=m|CAS=n
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
copai	coper	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
A	a3	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
espee	espee	NOMcom	NOMB.=s|GENRE=f|CAS=r
trenchant	trenchier1	VERppa	NOMB.=s|GENRE=f|CAS=r
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
teste	teste	NOMcom	NOMB.=s|GENRE=f|CAS=r
e	en2	PROadv	MORPH=empty
Fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
voler	voler	VERinf	MORPH=empty
sul	sor2	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
punt	pont	NOMcom	NOMB.=s|GENRE=m|CAS=r
metenant	maintenir	VERppa	NOMB.=x|GENRE=x|CAS=x
les	le	DETdef	NOMB.=s|GENRE=m|CAS=n
Portiers	portier2	NOMcom	NOMB.=s|GENRE=m|CAS=n
feist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
que	que1	CONsub	MORPH=empty
fous	fol3	NOMcom	NOMB.=s|GENRE=m|CAS=n
k	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
els	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
ovri	ovrir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
porte	porte1	NOMcom	NOMB.=s|GENRE=f|CAS=r
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
i	i2	PROadv	MORPH=empty
perdi	perdre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=f|CAS=r
teste	teste	NOMcom	NOMB.=s|GENRE=f|CAS=r
ainc	ainz	ADVgen	DEGRE=-
ki	que4	CONsub	MORPH=empty
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
esta	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
reclose	reclore	VERppe	NOMB.=s|GENRE=f|CAS=n
Entrez	entrer	VERppe	NOMB.=p|GENRE=m|CAS=n
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
enz	enz	ADVgen	DEGRE=-
par	par	PRE	MORPH=empty
force	force2	NOMcom	NOMB.=s|GENRE=f|CAS=r
entre	entrer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
e	et	CONcoo	MORPH=empty
Maudoire	Maudaires	NOMpro	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
ostel	ostel	NOMcom	NOMB.=s|GENRE=m|CAS=r
Floovan	Floovant	NOMpro	NOMB.=s|GENRE=m|CAS=r
e	et	CONcoo	MORPH=empty
a	a3	PRE	MORPH=empty
richer	Richier	NOMpro	NOMB.=s|GENRE=m|CAS=r
que	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
dorment	dormir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
A	a3	PRE	MORPH=empty
force	force2	NOMcom	NOMB.=s|GENRE=f|CAS=r
a	a3	PRE	MORPH=empty
poestez	pöesté	NOMcom	NOMB.=s|GENRE=f|CAS=r
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
prises	prendre	VERppe	NOMB.=p|GENRE=f|CAS=r
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
portes	porte1	NOMcom	NOMB.=p|GENRE=f|CAS=r
Sore	sore	PRE	MORPH=empty
lur	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
coruz	corir	VERppe	NOMB.=p|GENRE=m|CAS=n
A	a3	PRE	MORPH=empty
mervoilouse	merveillos	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
force	force2	NOMcom	NOMB.=s|GENRE=f|CAS=r
e	et	CONcoo	MORPH=empty
pritrent	prendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
Flovant	Floovant	NOMpro	NOMB.=s|GENRE=m|CAS=r
k	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
nen	ne1	ADVneg	MORPH=empty
ues	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
pot	pöoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
estordre	estordre	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
puinz	poing	NOMcom	NOMB.=p|GENRE=m|CAS=r
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
unt	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
liez	liier3	VERppe	NOMB.=p|GENRE=m|CAS=r
estroit	estroit	ADVgen	DEGRE=-
A	a3	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=f|CAS=r
corde	corde	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
ostel	ostel	NOMcom	NOMB.=s|GENRE=m|CAS=r
Floovam	Floovant	NOMpro	NOMB.=s|GENRE=m|CAS=r
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
Les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
portes	porte1	NOMcom	NOMB.=p|GENRE=f|CAS=r
prises	prendre	VERppe	NOMB.=p|GENRE=f|CAS=r
sure	sore	ADVgen	DEGRE=-
lur	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
coruz	corir	VERppe	NOMB.=p|GENRE=m|CAS=r
plus	plus	ADVgen	DEGRE=-
De	de	PRE	MORPH=empty
quatre	catre	DETcar	NOMB.=p|GENRE=m|CAS=r
milliers	milier	NOMcom	NOMB.=p|GENRE=m|CAS=r
Floovanz	Floovant	NOMpro	NOMB.=s|GENRE=m|CAS=r
unt	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
saisi	saisir	VERppe	NOMB.=s|GENRE=m|CAS=r
coroçous	corroços	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
et	et	CONcoo	MORPH=empty
irez	irier	VERppe	NOMB.=s|GENRE=m|CAS=r
A	a3	PRE	MORPH=empty
fors	fort	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p
cordes	corde	NOMcom	NOMB.=p|GENRE=f|CAS=r
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
un	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
le	le	DETdef	NOMB.=p|GENRE=m|CAS=r
poinz	poing	NOMcom	NOMB.=p|GENRE=m|CAS=r
estroit	estroit	ADVgen	DEGRE=-
liez	liier3	VERppe	NOMB.=p|GENRE=m|CAS=r
Richiers	Richier	NOMpro	NOMB.=s|GENRE=m|CAS=n
just	jesir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
autre	autre	DETind	NOMB.=s|GENRE=f|CAS=r
part	part1	NOMcom	NOMB.=s|GENRE=f|CAS=r
en	en1	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
lit	lit1	NOMcom	NOMB.=s|GENRE=m|CAS=r
antailié	entaiier	VERppe	NOMB.=s|GENRE=m|CAS=r
qant	cant1	CONsub	MORPH=empty
vit	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
seingnur	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=r
prendre	prendre	VERinf	MORPH=empty
mult	mout	ADVgen	DEGRE=-
e	en2	PROadv	MORPH=empty
fud	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
curuciez	corrocier	VERppe	NOMB.=s|GENRE=m|CAS=n
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ad	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pris	prendre	VERppe	NOMB.=s|GENRE=m|CAS=r
un	un	DETndf	NOMB.=s|GENRE=f|CAS=r
lance	lance	NOMcom	NOMB.=s|GENRE=f|CAS=r
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n
gisoit	jesir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
sen	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
chief	chief1	NOMcom	NOMB.=s|GENRE=m|CAS=r
firt	ferir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
hun	un	DETndf	NOMB.=s|GENRE=m|CAS=r
reis	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
sarazin	sarrasin	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
apruchiez	aprochier	VERppe	NOMB.=s|GENRE=m|CAS=n
que	que4	CONsub	MORPH=empty
tut	tot	PROind	NOMB.=s|GENRE=m|CAS=r
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
porfandu	porfendre	VERppe	NOMB.=s|GENRE=m|CAS=r
entreci	entreci	ADVgen	DEGRE=-
ke	que4	CONsub	MORPH=empty
el	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
braier	braier	NOMcom	NOMB.=s|GENRE=m|CAS=r
pus	puis	ADVgen	DEGRE=-
in	en2	PROadv	MORPH=empty
occist	ocire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
altre	autre	PROind	NOMB.=s|GENRE=m|CAS=r
ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
mult	mout	ADVgen	DEGRE=-
esta	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
fou	fol3	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
et	et	CONcoo	MORPH=empty
fir	fier	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
Richier	Richier	NOMpro	NOMB.=s|GENRE=m|CAS=n
vit	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=f|CAS=r
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
presse	presse	NOMcom	NOMB.=s|GENRE=f|CAS=r
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
cuvers	culvert	NOMcom	NOMB.=p|GENRE=m|CAS=r
renoiez	renoiier1	VERppe	NOMB.=p|GENRE=m|CAS=r
i	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
sesis	saisir	VERppe	NOMB.=s|GENRE=m|CAS=r
Joouse	Joieuse	NOMpro	NOMB.=s|GENRE=f|CAS=r
que	qui	PROrel	NOMB.=s|GENRE=f|CAS=n
iert	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
sis	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
chif	chief1	NOMcom	NOMB.=s|GENRE=m|CAS=r
lors	lors	ADVgen	DEGRE=-
es	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
venu	venir	VERppe	NOMB.=s|GENRE=m|CAS=n
al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
murs	mur	NOMcom	NOMB.=s|GENRE=m|CAS=r
s	si	ADVgen	DEGRE=-
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
aval	aval	ADVgen	DEGRE=-
glaciez	glacier	VERppe	NOMB.=s|GENRE=m|CAS=n
cele	cel	DETdem	NOMB.=s|GENRE=f|CAS=r
nuit	nuit	NOMcom	NOMB.=s|GENRE=f|CAS=r
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
anboichai	embuschier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
lune	lune	NOMcom	NOMB.=s|GENRE=f|CAS=r
e	et	CONcoo	MORPH=empty
al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
cil	ciel	NOMcom	NOMB.=s|GENRE=m|CAS=r
RICHIER	Richier	NOMpro	NOMB.=s|GENRE=m|CAS=n
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
es	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
anboichiés	embuschier	VERppe	NOMB.=s|GENRE=m|CAS=n
en	en1	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
brulet	bruillet	NOMcom	NOMB.=s|GENRE=m|CAS=r
foilu	foillu	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Maudaranz	Maudarans	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	et	CONcoo	MORPH=empty
Maudaires	Maudaires	NOMpro	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
rei	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
Mauqueruz	Mauqueruz	NOMpro	NOMB.=s|GENRE=m|CAS=n
li	le	DETdef	NOMB.=s|GENRE=m|CAS=r
fiz	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=r
li	le	DETdef	NOMB.=s|GENRE=m|CAS=r
rei	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
De	de	PRE	MORPH=empty
france	France	NOMpro	NOMB.=s|GENRE=f|CAS=r
leverent	lever	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
sul	sor2	PRE	MORPH=empty
hun	un	DETndf	NOMB.=s|GENRE=m|CAS=r
mul	mul3	NOMcom	NOMB.=s|GENRE=m|CAS=r
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
piez	pié	NOMcom	NOMB.=p|GENRE=m|CAS=r
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
un	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
liez	liier3	VERppe	NOMB.=p|GENRE=m|CAS=r
e	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
mains	main2	NOMcom	NOMB.=p|GENRE=f|CAS=r
par	par	PRE	MORPH=empty
desuis	desus	ADVgen	DEGRE=-
qant	cant1	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
Maugalie	Maugalie	NOMpro	NOMB.=s|GENRE=f|CAS=r
enkes	onque	ADVgen	DEGRE=-
tel	tel	DETind	NOMB.=s|GENRE=f|CAS=n
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=n
ni	ne1	ADVneg	MORPH=empty
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
or	or4	ADVgen	DEGRE=-
chevalchent	chevauchier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
paen	paien	NOMcom	NOMB.=p|GENRE=m|CAS=n
A	a3	PRE	MORPH=empty
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=i
ja	ja	ADVgen	DEGRE=-
deus	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
ni	ne1	ADVneg	MORPH=empty
aüt	aidier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
s	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
anmoinent	enmener	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
Floovan	Floovant	NOMpro	NOMB.=s|GENRE=m|CAS=r
dolent	dolent	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
et	et	CONcoo	MORPH=empty
irascu	iraistre	VERppe	NOMB.=s|GENRE=m|CAS=r
des	de+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r
larmes	larme	NOMcom	NOMB.=p|GENRE=f|CAS=r
De	de	PRE	MORPH=empty
sen	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
oilz	ueil	NOMcom	NOMB.=p|GENRE=m|CAS=r
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
ermine	ermine	NOMcom	NOMB.=s|GENRE=m|CAS=n
ki	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
out	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
vestu	vestir	VERppe	NOMB.=s|GENRE=m|CAS=r
in	en2	PROadv	MORPH=empty
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
trestut	trestot	ADVgen	DEGRE=-
moiliez	moillier2	VERppe	NOMB.=s|GENRE=m|CAS=n
e	et	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=n
bliaus	blïaut	NOMcom	NOMB.=s|GENRE=m|CAS=n
desuis	desus	ADVgen	DEGRE=-
Tandremant	tendrement	ADVgen	DEGRE=-
vait	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
plorant	plorer	VERppa	NOMB.=x|GENRE=x|CAS=x
e	et	CONcoo	MORPH=empty
sopire	sospirer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
menu	menu	ADVgen	DEGRE=-
par	par	PRE	MORPH=empty
deu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
beals	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
seignurs	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
pere	pere	NOMcom	NOMB.=s|GENRE=m|CAS=n
tort	tort2	NOMcom	NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
avez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
eü	avoir	VERppe	NOMB.=s|GENRE=m|CAS=r
jameis	ja+mais1	ADVgen	DEGRE=-
ni	ne1	ADVneg	MORPH=empty
mei	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
vauras	valoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=s
si	se	CONsub	MORPH=empty
deu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
vertuz	vertu	NOMcom	NOMB.=p|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
RICHIERS	Richier	NOMpro	NOMB.=s|GENRE=m|CAS=n
gentiz	gentil	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
bier	baron	NOMcom	NOMB.=s|GENRE=m|CAS=n
fiz	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=n
Joceranz	Joceram	NOMpro	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
duc	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=r
james	ja+mais1	ADVgen	DEGRE=-
par	par	PRE	MORPH=empty
vos	vostre	DETpos	PERS.=2|NOMB.=p|GENRE=m|CAS=r
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r
n	ne1	ADVneg	MORPH=empty
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
